Reference:  189 apertures in outdated pre-delivery
NRCA1_GRISMTS64                Sci2IdlY11    0.0316319547616567   0.03165589486701999        0.000024     0.0756
NRCA1_GRISMTS64                Sci2IdlY20  5.90021551652589e-08 5.853866917372632e-08        0.000000     0.7855
NRCA1_GRISMTS64                Sci2IdlY21  5.48001988801369e-08 5.770113793137327e-08        0.000000     5.0275
NRCA1_GRISMTS64                Sci2IdlY22 -1.74589970656677e-07 -1.767187420344954e-07        0.000000     1.2046
NRCA1_GRISMTS64                Sci2IdlY30  2.78461508096632e-13 1.537722657356418e-13        0.000000    44.7779
NRCA1_GRISMTS64                Sci2IdlY31  1.07920882706674e-11  1.09182962215036e-11        0.000000     1.1559
NRCA1_GRISMTS64                Sci2IdlY32  1.43953091112386e-13 -2.992621864317953e-13        0.000000   148.1027
NRCA1_GRISMTS64                Sci2IdlY33  1.46873633872564e-11 1.495280011675972e-11        0.000000     1.7752
NRCA1_GRISMTS64                Sci2IdlY40 -2.44198715418186e-16 -2.497822398415919e-16        0.000000     2.2354
NRCA1_GRISMTS64                Sci2IdlY41  -1.6929244202512e-16  -9.0472793093834e-17        0.000000    46.5583
NRCA1_GRISMTS64                Sci2IdlY42 -1.79817767186041e-15 -1.83537533601842e-15        0.000000     2.0267
NRCA1_GRISMTS64                Sci2IdlY43 -1.83388430215258e-16 -1.101472398901705e-16        0.000000    39.9377
NRCA1_GRISMTS64                Sci2IdlY44 -1.45930194855113e-15 -1.490914326606762e-15        0.000000     2.1203
NRCA1_GRISMTS64                Sci2IdlY50  3.16949001469134e-21 3.054871896105159e-21        0.000000     3.6163
NRCA1_GRISMTS64                Sci2IdlY51  1.58527732882081e-19 1.585193698252166e-19        0.000000     0.0053
NRCA1_GRISMTS64                Sci2IdlY52  1.49614350984259e-20 1.472585526610206e-20        0.000000     1.5746
NRCA1_GRISMTS64                Sci2IdlY53  2.97183915530601e-19 2.971764526840381e-19        0.000000     0.0025
NRCA1_GRISMTS64                Sci2IdlY54  1.07456994842672e-20 1.062773072857564e-20        0.000000     1.0978
NRCA1_GRISMTS64                Sci2IdlY55  1.36996760226237e-19 1.369966193172075e-19        0.000000     0.0001
NRCA1_GRISMTS64                Idl2SciX00    0.0115281718663596                   0.0        0.011528   100.0000
NRCA1_GRISMTS64                Idl2SciX10      31.8990067731395      31.8810388919343        0.017968     0.0563
NRCA1_GRISMTS64                Idl2SciX11  0.000202793832483283 0.0002138193748685291        0.000011     5.1565
NRCA1_GRISMTS64                Idl2SciX20 -0.000821375306434461 -0.0009299841300166245        0.000109    11.6786
NRCA1_GRISMTS64                Idl2SciX21   0.00725499900389984  0.007278057513252034        0.000023     0.3168
NRCA1_GRISMTS64                Idl2SciX22  0.000863046528685738 0.0008181682308597248        0.000045     5.2000
NRCA1_GRISMTS64                Idl2SciX30 -9.94656092548616e-06 -9.894842959871668e-06        0.000000     0.5200
NRCA1_GRISMTS64                Idl2SciX31 -1.45697311155496e-06 -1.138328875822045e-06        0.000000    21.8703
NRCA1_GRISMTS64                Idl2SciX32 -9.92393090880895e-06 -9.993358978983704e-06        0.000000     0.6947
NRCA1_GRISMTS64                Idl2SciX33 -5.71099555339342e-08 5.885893184375403e-08        0.000000   197.0285
NRCA1_GRISMTS64                Idl2SciX40   7.4780093965743e-09 4.847775222631764e-09        0.000000    35.1729
NRCA1_GRISMTS64                Idl2SciX41  2.82574491935609e-08 2.896603588444733e-08        0.000000     2.4463
NRCA1_GRISMTS64                Idl2SciX42  9.94342930082934e-09 6.675874959626818e-09        0.000000    32.8614
NRCA1_GRISMTS64                Idl2SciX43   2.9390513943418e-08 3.017096912686273e-08        0.000000     2.5868
NRCA1_GRISMTS64                Idl2SciX44  1.70742345511884e-09 1.140259669565851e-09        0.000000    33.2175
NRCA1_GRISMTS64                Idl2SciX50 -1.36282705625075e-10 -1.362904740334377e-10        0.000000     0.0057
NRCA1_GRISMTS64                Idl2SciX51 -9.62360598765953e-12 -9.529776109074945e-12        0.000000     0.9750
NRCA1_GRISMTS64                Idl2SciX52 -2.82882582024432e-10 -2.82879297320091e-10        0.000000     0.0012
NRCA1_GRISMTS64                Idl2SciX53 -1.15302707012931e-11 -1.130804448397483e-11        0.000000     1.9273
NRCA1_GRISMTS64                Idl2SciX54 -1.43676101483711e-10 -1.436679350342649e-10        0.000000     0.0057
NRCA1_GRISMTS64                Idl2SciX55 -2.61245824930259e-12 -2.49591458956085e-12        0.000000     4.4611
NRCA1_GRISMTS64                Idl2SciY00   0.00251641501654376                   0.0        0.002516   100.0000
NRCA1_GRISMTS64                Idl2SciY10    0.0356724500264808   0.04923898495734339        0.013567    27.5524
NRCA1_GRISMTS64                Idl2SciY11      31.6128903817528     31.58906997773708        0.023820     0.0754
NRCA1_GRISMTS64                Idl2SciY20  -0.00189233846936722  -0.00187662142214853        0.000016     0.8306
NRCA1_GRISMTS64                Idl2SciY21   -0.0017202345153659 -0.001799112534484752        0.000079     4.3843
NRCA1_GRISMTS64                Idl2SciY22   0.00549889098798704  0.005551773827771465        0.000053     0.9525
NRCA1_GRISMTS64                Idl2SciY30  -1.9297799251199e-07 -6.711111506625501e-08        0.000000    65.2234
NRCA1_GRISMTS64                Idl2SciY31 -1.21820481919886e-05 -1.225374446759058e-05        0.000000     0.5851
NRCA1_GRISMTS64                Idl2SciY32 -1.72023343635079e-06 -1.388218598728997e-06        0.000000    19.3006
NRCA1_GRISMTS64                Idl2SciY33 -1.24455885195708e-05 -1.264709064155999e-05        0.000000     1.5933
NRCA1_GRISMTS64                Idl2SciY40  9.20147893273076e-09 9.409789716833225e-09        0.000000     2.2138
NRCA1_GRISMTS64                Idl2SciY41  7.61383933779278e-09  5.42813007535142e-09        0.000000    28.7071
NRCA1_GRISMTS64                Idl2SciY42   4.7173928307139e-08 4.836439122958767e-08        0.000000     2.4614
NRCA1_GRISMTS64                Idl2SciY43  7.88943645454964e-09 5.777939200251595e-09        0.000000    26.7636
NRCA1_GRISMTS64                Idl2SciY44  3.70273831742659e-08 3.802513301815653e-08        0.000000     2.6239
NRCA1_GRISMTS64                Idl2SciY50 -8.33649897043374e-13 -9.506191235463805e-13        0.000000    12.3045
NRCA1_GRISMTS64                Idl2SciY51 -1.44191732435986e-10 -1.442015573392037e-10        0.000000     0.0068
NRCA1_GRISMTS64                Idl2SciY52 -8.17882570468612e-12 -8.393727034235744e-12        0.000000     2.5603
NRCA1_GRISMTS64                Idl2SciY53 -2.80569584704939e-10 -2.805713479492572e-10        0.000000     0.0006
NRCA1_GRISMTS64                Idl2SciY54 -6.71257540904341e-12 -6.803679543844055e-12        0.000000     1.3390
NRCA1_GRISMTS64                Idl2SciY55 -1.34693096028183e-10 -1.346876139787824e-10        0.000000     0.0041

NRCA3_GRISMTS256              V3IdlYAngle              0.245437            0.24543734        0.000000     0.0001
NRCA3_GRISMTS256              V3SciYAngle              0.245437            0.24543734        0.000000     0.0001

NRCA3_GRISMTS128              V3IdlYAngle              0.245437            0.24543734        0.000000     0.0001
NRCA3_GRISMTS128              V3SciYAngle              0.245437            0.24543734        0.000000     0.0001

NRCA3_GRISMTS64               V3IdlYAngle              0.245437            0.24543734        0.000000     0.0001
NRCA3_GRISMTS64               V3SciYAngle              0.245437            0.24543734        0.000000     0.0001

NRCA5_TAGRISMTS32             V3IdlYAngle             -0.065066           -0.06506641        0.000000     0.0006
NRCA5_TAGRISMTS32             V3SciYAngle             -0.065066           -0.06506641        0.000000     0.0006

NRCA5_TAGRISMTS_SCI_F444W         XDetRef                1162.0                1097.0       65.000000     5.5938
NRCA5_TAGRISMTS_SCI_F444W       XSciScale            0.06354724            0.06355914        0.000012     0.0187
NRCA5_TAGRISMTS_SCI_F444W       YSciScale            0.06416632            0.06418022        0.000014     0.0217
NRCA5_TAGRISMTS_SCI_F444W           V2Ref             94.948672              90.81783        4.130842     4.3506
NRCA5_TAGRISMTS_SCI_F444W           V3Ref           -554.811355           -554.840334        0.028979     0.0052
NRCA5_TAGRISMTS_SCI_F444W     V3IdlYAngle             -0.357578           -0.30313524        0.054443    15.2254
NRCA5_TAGRISMTS_SCI_F444W     V3SciXAngle            -90.414557          -90.38931465        0.025242     0.0279
NRCA5_TAGRISMTS_SCI_F444W     V3SciYAngle             -0.357578           -0.30313524        0.054443    15.2254
NRCA5_TAGRISMTS_SCI_F444W       XIdlVert1               -0.9852               -0.9854        0.000200     0.0203
NRCA5_TAGRISMTS_SCI_F444W       XIdlVert2                1.0488                 1.049        0.000200     0.0191
NRCA5_TAGRISMTS_SCI_F444W       XIdlVert3                1.0483                1.0485        0.000200     0.0191
NRCA5_TAGRISMTS_SCI_F444W       XIdlVert4               -0.9848               -0.9849        0.000100     0.0102
NRCA5_TAGRISMTS_SCI_F444W       YIdlVert1               -1.0258               -1.0255        0.000300     0.0292
NRCA5_TAGRISMTS_SCI_F444W       YIdlVert2               -1.0279               -1.0287        0.000800     0.0778
NRCA5_TAGRISMTS_SCI_F444W       YIdlVert3                1.0255                1.0252        0.000300     0.0293
NRCA5_TAGRISMTS_SCI_F444W       YIdlVert4                1.0274                1.0282        0.000800     0.0778
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX10    0.0635472121016316    0.0635590701751159        0.000012     0.0187
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX20  8.16251490842046e-08 1.019481925994377e-07        0.000000    19.9347
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX21 -9.38362983148945e-07 -9.379647341681517e-07        0.000000     0.0424
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX22 -1.13486660696397e-07 -1.055642294963107e-07        0.000000     6.9809
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX30   1.0350097937069e-10      1.0290853569e-10        0.000000     0.5724
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX31  3.55011716633179e-12 -5.47166868280104e-13        0.000000   115.4126
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX32  1.33260998527749e-10 1.327209174862092e-10        0.000000     0.4053
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX33  3.80911372845145e-12 2.549128634302109e-12        0.000000    33.0782
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX40 -3.04453534595191e-15 -1.518451465854994e-15        0.000000    50.1253
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX41 -2.16368931763768e-14 -2.151838034489786e-14        0.000000     0.5477
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX42 -5.06824271728231e-15 -3.237689952556447e-15        0.000000    36.1181
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX43 -2.15604148323207e-14 -2.150204070647622e-14        0.000000     0.2707
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX44 -1.10223753857993e-15 -8.180203238024099e-16        0.000000    25.7855
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX50  4.70642348516622e-18 4.706531840348185e-18        0.000000     0.0023
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX51  4.61801469139073e-19 4.668163311816981e-19        0.000000     1.0743
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX52  9.52827454309571e-18 9.528883881660189e-18        0.000000     0.0064
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX53  4.66092942448309e-19 4.753471809199008e-19        0.000000     1.9468
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX54  4.71434320659231e-18 4.714832818964976e-18        0.000000     0.0104
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlX55   2.1703669621542e-20 2.589460231254484e-20        0.000000    16.1846
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY10 -6.31962622326463e-05 -9.560019215734298e-05        0.000032    33.8953
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY11    0.0641663173659826   0.06418022452774262        0.000014     0.0217
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY20  2.15213892700346e-07 2.152797960357435e-07        0.000000     0.0306
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY21  2.05953742654042e-07 2.219489223299936e-07        0.000000     7.2067
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY22 -7.58545692526803e-07 -7.584548122852704e-07        0.000000     0.0120
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY30  1.31697125298258e-12 2.553750061104369e-13        0.000000    80.6089
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY31   1.1643302479818e-10 1.159785821746243e-10        0.000000     0.3903
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY32  1.74426728920994e-12 -2.147199102181279e-12        0.000000   181.2345
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY33  1.46975916710062e-10 1.467800260661612e-10        0.000000     0.1333
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY40 -3.72586260776109e-15 -3.686633930652756e-15        0.000000     1.0529
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY41 -3.01953273294856e-15 -1.626840602066909e-15        0.000000    46.1228
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY42 -2.90272190648217e-14 -2.889822543472648e-14        0.000000     0.4444
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY43 -3.61051790363468e-15 -2.323965785241119e-15        0.000000    35.6335
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY44 -2.34132196157843e-14 -2.337881481420806e-14        0.000000     0.1469
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY50  1.16269223110587e-19 1.117970918923805e-19        0.000000     3.8464
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY51  5.27786899875807e-18  5.27742780887551e-18        0.000000     0.0084
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY52  6.45795892084446e-19 6.367417629428108e-19        0.000000     1.4020
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY53  9.73939821500487e-18 9.738950933187393e-18        0.000000     0.0046
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY54  5.17508720907345e-19 5.130288831722651e-19        0.000000     0.8657
NRCA5_TAGRISMTS_SCI_F444W      Sci2IdlY55  4.41055521418597e-18 4.410532600064209e-18        0.000000     0.0005
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX00   0.00511254885033452  0.003203528505927977        0.001909    37.3399
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX10      15.7358755880192     15.73292819641335        0.002947     0.0187
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX11  3.12883893944654e-05 4.353608080238935e-05        0.000012    28.1323
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX20 -0.000316122692112925 -0.0003927497919234021        0.000077    19.5104
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX21    0.0036249741323473  0.003621792485154574        0.000003     0.0878
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX22  0.000429877866145591 0.0004005345067200982        0.000029     6.8260
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX30 -6.48762299427913e-06 -6.438201223457562e-06        0.000000     0.7618
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX31 -6.43456227246341e-07 -4.967335679251598e-07        0.000000    22.8023
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX32 -6.28902675678259e-06 -6.252335107652558e-06        0.000000     0.5834
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX33  3.85277213074814e-08 9.207636062842327e-08        0.000000    58.1568
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX40  3.64109061790206e-09 2.413397137764197e-09        0.000000    33.7177
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX41  1.13737501529095e-08 1.126295157134286e-08        0.000000     0.9742
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX42  5.06150568700971e-09 3.556566418051782e-09        0.000000    29.7330
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX43  1.15599652902758e-08 1.148844688669245e-08        0.000000     0.6187
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX44  7.91722293347968e-10 5.305807510188945e-10        0.000000    32.9840
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX50 -5.99581348173797e-11 -5.996438770504499e-11        0.000000     0.0104
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX51 -6.60754089081334e-12 -6.553551444081886e-12        0.000000     0.8171
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX52 -1.21494794648451e-10 -1.214929323443863e-10        0.000000     0.0015
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX53 -8.17881565590844e-12  -8.0627159157747e-12        0.000000     1.4195
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX54 -6.05787007989361e-11 -6.057032564525585e-11        0.000000     0.0138
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciX55  -1.5142820309093e-12 -1.456723663416004e-12        0.000000     3.8010
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY00  -0.00416393503019208 -0.003591888213122729        0.000572    13.7381
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY10    0.0156139799586213    0.0235956790233786        0.007982    33.8270
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY11      15.5841189755924      15.5807543485181        0.003365     0.0216
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY20 -0.000826025918241875 -0.0008269922979132579        0.000001     0.1169
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY21  -0.00077513546793586 -0.0008304531016377996        0.000055     6.6611
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY22   0.00286745206066198  0.002865276075495415        0.000002     0.0759
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY30 -5.06142205574234e-08 1.146052243067797e-08        0.000000   122.6429
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY31 -7.56781672618241e-06 -7.526047582507625e-06        0.000000     0.5519
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY32 -8.17030199402864e-07 -6.617553932646157e-07        0.000000    19.0048
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY33 -7.45753683114833e-06 -7.440785257466565e-06        0.000000     0.2246
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY40  4.19693956437279e-09  4.18613032049587e-09        0.000000     0.2576
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY41  4.00381492160149e-09 2.987462849560239e-09        0.000000    25.3846
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY42  1.96749346639204e-08  1.95966978772891e-08        0.000000     0.3976
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY43  4.44180151876347e-09 3.475356492867244e-09        0.000000    21.7580
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY44  1.47203581238913e-08 1.469356660862961e-08        0.000000     0.1820
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY50  -6.7000073391597e-13 -7.296802159009166e-13        0.000000     8.1789
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY51 -6.28021953133627e-11 -6.281135326789318e-11        0.000000     0.0146
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY52 -6.51792469874414e-12 -6.619115983918934e-12        0.000000     1.5288
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY53 -1.19238424941613e-10 -1.192422163819611e-10        0.000000     0.0032
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY54 -5.90453365588179e-12 -5.943303128363679e-12        0.000000     0.6523
NRCA5_TAGRISMTS_SCI_F444W      Idl2SciY55 -5.58591552934471e-11 -5.585352633843399e-11        0.000000     0.0101

NRCA3_DHSPIL                  V3IdlYAngle              0.272883            0.27288256        0.000000     0.0002
NRCA3_DHSPIL                  V3SciYAngle              0.272883            0.27288256        0.000000     0.0002

NRCA3_DHSPIL_SUB96            V3IdlYAngle              0.272883            0.27288256        0.000000     0.0002
NRCA3_DHSPIL_SUB96            V3SciYAngle              0.272883            0.27288256        0.000000     0.0002

NRCA3_DHSPIL_WEDGES           V3IdlYAngle              0.272883            0.27288256        0.000000     0.0002
NRCA3_DHSPIL_WEDGES           V3SciYAngle              0.272883            0.27288256        0.000000     0.0002

NRCA3_FP1                     V3IdlYAngle              0.086916            0.08691561        0.000000     0.0004
NRCA3_FP1                     V3SciYAngle              0.086916            0.08691561        0.000000     0.0004

NRCA3_FP1_SUB8                V3IdlYAngle              0.086916            0.08691561        0.000000     0.0004
NRCA3_FP1_SUB8                V3SciYAngle              0.086916            0.08691561        0.000000     0.0004

NRCA3_FP1_SUB64               V3IdlYAngle              0.086916            0.08691561        0.000000     0.0004
NRCA3_FP1_SUB64               V3SciYAngle              0.086916            0.08691561        0.000000     0.0004

NRCA4_FP5MIMF                 V3IdlYAngle              0.308522            0.30852154        0.000000     0.0001
NRCA4_FP5MIMF                 V3SciYAngle              0.308522            0.30852154        0.000000     0.0001

NRCB4_FP1                     V3IdlYAngle             -0.077513           -0.07751292        0.000000     0.0001
NRCB4_FP1                     V3SciYAngle             -0.077513           -0.07751292        0.000000     0.0001

NRCB4_FP1_SUB8                V3IdlYAngle             -0.077513           -0.07751292        0.000000     0.0001
NRCB4_FP1_SUB8                V3SciYAngle             -0.077513           -0.07751292        0.000000     0.0001

NRCB4_FP1_SUB64               V3IdlYAngle             -0.077513           -0.07751292        0.000000     0.0001
NRCB4_FP1_SUB64               V3SciYAngle             -0.077513           -0.07751292        0.000000     0.0001

NRCA3_SUB64P                  V3IdlYAngle             -0.175224           -0.17522369        0.000000     0.0002
NRCA3_SUB64P                  V3SciYAngle             -0.175224           -0.17522369        0.000000     0.0002

NRCB5_SUB400P                 V3IdlYAngle              0.264687            0.26468658        0.000000     0.0002
NRCB5_SUB400P                 V3SciYAngle              0.264687            0.26468658        0.000000     0.0002

NRCA2_MASK210R                V3IdlYAngle             -0.243035           -0.24303541        0.000000     0.0002
NRCA2_MASK210R                V3SciYAngle             -0.243035           -0.24303541        0.000000     0.0002

NRCA5_MASK335R                V3IdlYAngle             -0.165483           -0.16548341        0.000000     0.0002
NRCA5_MASK335R                V3SciYAngle             -0.165483           -0.16548341        0.000000     0.0002

NRCA5_MASK430R                V3IdlYAngle              0.012797            0.01279743        0.000000     0.0034
NRCA5_MASK430R                V3SciYAngle              0.012797            0.01279743        0.000000     0.0034

NRCA4_MASKSWB                 V3IdlYAngle             -0.044413           -0.04441256        0.000000     0.0010
NRCA4_MASKSWB                 V3SciYAngle             -0.044413           -0.04441256        0.000000     0.0010

NRCA2_TAMASK210R              V3IdlYAngle             -0.350436           -0.35043647        0.000000     0.0001
NRCA2_TAMASK210R              V3SciYAngle             -0.350436           -0.35043647        0.000000     0.0001

NRCA5_TAMASK430R              V3IdlYAngle             -0.101526            -0.1015264        0.000000     0.0004
NRCA5_TAMASK430R              V3SciYAngle             -0.101526            -0.1015264        0.000000     0.0004

NRCA4_TAMASKSWB               V3IdlYAngle             -0.158046           -0.15804565        0.000000     0.0002
NRCA4_TAMASKSWB               V3SciYAngle             -0.158046           -0.15804565        0.000000     0.0002

NRCA5_TAMASKLWBL              V3IdlYAngle                0.2643            0.26430035        0.000000     0.0001
NRCA5_TAMASKLWBL              V3SciYAngle                0.2643            0.26430035        0.000000     0.0001

NRCA4_TAMASKSWBS              V3IdlYAngle               0.03815            0.03815008        0.000000     0.0002
NRCA4_TAMASKSWBS              V3SciYAngle               0.03815            0.03815008        0.000000     0.0002

NRCB5_MASK335R                V3IdlYAngle              0.060116            0.06011622        0.000000     0.0004
NRCB5_MASK335R                V3SciYAngle              0.060116            0.06011622        0.000000     0.0004

NRCB5_TAMASK430R              V3IdlYAngle             -0.000674           -0.00067407        0.000000     0.0104
NRCB5_TAMASK430R              V3SciYAngle             -0.000674           -0.00067407        0.000000     0.0104

NRCA4_FSTAMASKSWB             V3IdlYAngle             -0.059777           -0.05977738        0.000000     0.0006
NRCA4_FSTAMASKSWB             V3SciYAngle             -0.059777           -0.05977738        0.000000     0.0006

NRCA5_FSTAMASK430R            V3IdlYAngle             -0.060722           -0.06072228        0.000000     0.0005
NRCA5_FSTAMASK430R            V3SciYAngle             -0.060722           -0.06072228        0.000000     0.0005

NRCA4_MASKSWB_F182M           V3IdlYAngle             -0.061033           -0.06103334        0.000000     0.0006
NRCA4_MASKSWB_F182M           V3SciYAngle             -0.061033           -0.06103334        0.000000     0.0006

NRCA4_MASKSWB_F187N           V3IdlYAngle             -0.058448           -0.05844817        0.000000     0.0003
NRCA4_MASKSWB_F187N           V3SciYAngle             -0.058448           -0.05844817        0.000000     0.0003

NRCA4_MASKSWB_F210M           V3IdlYAngle             -0.044859           -0.04485921        0.000000     0.0005
NRCA4_MASKSWB_F210M           V3SciYAngle             -0.044859           -0.04485921        0.000000     0.0005

NRCA4_MASKSWB_F212N           V3IdlYAngle             -0.042856           -0.04285645        0.000000     0.0011
NRCA4_MASKSWB_F212N           V3SciYAngle             -0.042856           -0.04285645        0.000000     0.0011

NRCA4_MASKSWB_F200W           V3IdlYAngle             -0.035776           -0.03577583        0.000000     0.0005
NRCA4_MASKSWB_F200W           V3SciYAngle             -0.035776           -0.03577583        0.000000     0.0005

NRCA4_MASKSWB_NARROW          V3IdlYAngle             -0.117589           -0.11758924        0.000000     0.0002
NRCA4_MASKSWB_NARROW          V3SciYAngle             -0.117589           -0.11758924        0.000000     0.0002

NRCA5_MASKLWB_F430M           V3IdlYAngle              0.370122            0.37012242        0.000000     0.0001
NRCA5_MASKLWB_F430M           V3SciYAngle              0.370122            0.37012242        0.000000     0.0001

NRCA5_MASKLWB_NARROW          V3IdlYAngle              0.429821            0.42982148        0.000000     0.0001
NRCA5_MASKLWB_NARROW          V3SciYAngle              0.429821            0.42982148        0.000000     0.0001

NRCA2_FULL_MASK210R           V3IdlYAngle             -0.243035           -0.24303541        0.000000     0.0002
NRCA2_FULL_MASK210R           V3SciYAngle             -0.243035           -0.24303541        0.000000     0.0002

NRCA5_FULL_MASK335R           V3IdlYAngle             -0.165483           -0.16548341        0.000000     0.0002
NRCA5_FULL_MASK335R           V3SciYAngle             -0.165483           -0.16548341        0.000000     0.0002

NRCA5_FULL_MASK430R           V3IdlYAngle              0.012797            0.01279743        0.000000     0.0034
NRCA5_FULL_MASK430R           V3SciYAngle              0.012797            0.01279743        0.000000     0.0034

NRCA4_FULL_MASKSWB            V3IdlYAngle             -0.044413           -0.04441256        0.000000     0.0010
NRCA4_FULL_MASKSWB            V3SciYAngle             -0.044413           -0.04441256        0.000000     0.0010

NRCA4_FULL_MASKSWB_F182M      V3IdlYAngle             -0.061033           -0.06103334        0.000000     0.0006
NRCA4_FULL_MASKSWB_F182M      V3SciYAngle             -0.061033           -0.06103334        0.000000     0.0006

NRCA4_FULL_MASKSWB_F187N      V3IdlYAngle             -0.058448           -0.05844817        0.000000     0.0003
NRCA4_FULL_MASKSWB_F187N      V3SciYAngle             -0.058448           -0.05844817        0.000000     0.0003

NRCA4_FULL_MASKSWB_F210M      V3IdlYAngle             -0.044859           -0.04485921        0.000000     0.0005
NRCA4_FULL_MASKSWB_F210M      V3SciYAngle             -0.044859           -0.04485921        0.000000     0.0005

NRCA4_FULL_MASKSWB_F212N      V3IdlYAngle             -0.042856           -0.04285645        0.000000     0.0011
NRCA4_FULL_MASKSWB_F212N      V3SciYAngle             -0.042856           -0.04285645        0.000000     0.0011

NRCA4_FULL_MASKSWB_F200W      V3IdlYAngle             -0.039026           -0.03902563        0.000000     0.0009
NRCA4_FULL_MASKSWB_F200W      V3SciYAngle             -0.039026           -0.03902563        0.000000     0.0009

NRCA5_FULL_MASKLWB_F430M      V3IdlYAngle              0.370122            0.37012242        0.000000     0.0001
NRCA5_FULL_MASKLWB_F430M      V3SciYAngle              0.370122            0.37012242        0.000000     0.0001

